stock_owner,sum_log_turnover,sum_volume_open_interest,rank_by_volume,sum_turnover_mktval,rank_by_mktval,appear_days,total_trade_days,sum_open_interest
US.CAR,52.62373681392173,1.4470230184320965,81,0.0004679777377007326,1,1,1,9537
US.RCL,17.230365482678188,1.0251052096938036,89,0.00041199357708260586,2,1,1,6891
US.CRWV,219.74580667572351,19.960616889294883,10,0.00032717924745711364,3,1,1,38730
US.CRCL,107.01532909998306,7.698665314723856,25,0.00021000225004935894,4,1,1,11993
US.TSLA,1529.0115465640959,165.59783805574358,2,0.00019744938150529989,5,1,1,134431
US.MU,461.7444794857561,60.62564102564102,5,0.00016842889972862053,6,1,1,1466
US.COIN,134.96698855413436,8.25948140938794,24,0.00015171978652481384,7,1,1,26396
US.PATH,13.618676603898747,2.0,62,0.00014528728136401948,8,1,1,2132
US.FOUR,13.09448434356157,2.0,62,0.00014395414680816638,9,1,1,275
US.AMD,514.7554710335328,66.43798118049615,3,0.00014265747553668818,10,1,1,3238
US.MSTR,97.28642556863915,7.373017759475936,26,0.0001354433232349202,11,1,1,21509
US.AKAM,40.62825112944283,3.0,50,0.0001300030696950615,12,1,1,0
US.ENPH,13.208928154683152,0.2387535145267104,115,0.00011348977507386312,13,1,1,4268
US.HIMS,25.624570265834603,1.5086912065439673,79,0.00011343204492149047,14,1,1,8207
US.GPN,27.09123249496345,2.550266114725015,56,0.00010470108851194544,15,1,1,3833
US.VST,68.68049814339464,3.4870435885247364,47,0.00010360154868341019,16,1,1,15288
US.EXPE,14.77158261505017,1.0107948969578018,90,9.424654625703776e-05,17,1,1,2038
US.SNDK,89.07963692850778,11.0,17,8.497424881167365e-05,18,1,1,121
US.MOH,13.584629650361434,1.3528784648187633,82,8.194427154075459e-05,19,1,1,938
US.RKLB,92.7700753781542,10.143171806167402,18,6.949142786399027e-05,20,1,1,587
US.QCOM,190.74082375897135,28.0,9,6.833201643194989e-05,21,1,1,2491
US.COHR,80.42065025667455,9.231289982836635,21,6.702706818316907e-05,22,1,1,1480
US.CENX,12.837966569224069,0.8269484808454426,100,6.452775178603164e-05,23,1,1,757
US.CRM,42.840710977513496,1.1961760383727025,84,6.377841632160224e-05,24,1,1,16505
US.INTC,402.337850654035,52.170100428004986,6,6.326225768603048e-05,25,1,1,6687
US.ONTO,13.676497884816808,2.0,62,6.145375694050944e-05,26,1,1,10
US.LYFT,12.674453083112818,1.0621830209481808,86,5.8262294550980156e-05,27,1,1,4535
US.PLTR,322.27607419473327,15.771320480053127,13,5.8220753278156467e-05,28,1,1,168081
US.HOOD,91.98359467447573,3.471921797411444,48,5.705457207261398e-05,29,1,1,47707
US.JBL,14.504666283254522,2.0,62,5.316443937909174e-05,30,1,1,207
US.MXL,12.983487442408686,2.0,62,4.867981185775745e-05,31,1,1,1
US.HPQ,13.82347971967645,2.0,62,4.8597052948041014e-05,32,1,1,4
US.MP,13.241480633703478,0.46267237280076084,108,4.692256078285899e-05,33,1,1,2103
US.AAL,12.899779669348634,0.3843065693430657,110,4.5327977995262365e-05,34,1,1,13700
US.OSK,12.7704371404878,0.988950276243094,95,4.068450949959156e-05,35,1,1,362
US.CAVA,12.70693883840159,2.0,62,3.570527822568043e-05,36,1,1,2
US.SMCI,25.68125673919703,2.2226649820196327,60,3.567449565233666e-05,37,1,1,10356
US.CCL,26.64930490280397,2.987340260360683,52,3.31562229230845e-05,38,1,1,8660
US.LFUS,12.822406274076934,1.0,91,3.2049731883501325e-05,39,1,1,0
US.MRVL,80.64459236510433,9.30777177806565,20,3.0212916754207623e-05,40,1,1,2536
US.LITE,27.48007556775312,0.8758142266325517,98,3.0181578380001947e-05,41,1,1,1420
US.AMKR,13.255513947525166,2.0,62,3.008028598901451e-05,42,1,1,157
US.CEG,66.20165408695411,5.531471862175199,31,2.5988447527740143e-05,43,1,1,8843
US.INTU,41.05034124344106,5.1054545454545455,35,2.5294487917537203e-05,44,1,1,308
US.APP,67.47934541282724,5.291075539342915,34,2.52202083410642e-05,45,1,1,1986
US.TWLO,13.491930459448833,1.0,91,2.3635645676976983e-05,46,1,1,0
US.NOW,40.100530379125374,0.7335736125796758,102,2.2681891144970315e-05,47,1,1,18544
US.BKNG,41.28927795590417,5.416706073093292,33,2.2484798630189013e-05,48,1,1,1465
US.WFC,68.41799266355697,5.792752239003137,30,2.1246230298193824e-05,49,1,1,26988
US.APH,53.3481260096616,5.012847082504153,37,1.840613144963362e-05,50,1,1,4936
