code,name,last_price,volume,turnover,option_type,strike_time,option_strike_price,option_open_interest,option_implied_volatility,option_delta,option_gamma,option_theta,option_vega,option_expiry_date_distance,option_contract_size,stock_owner,atm_degree_pct,anomaly_reason,scan_symbol,scan_timestamp
US.ARM260501C210000,ARM 260501 210.00C,210.32,7111,2948300.0,CALL,2026-05-01,210.0,2699,112.862,0.522990659,0.04225877,-3.35818058,0.03325899,0,100.0,US.ARM,0.0015214910612399827,"成交额 $2,948,300 ≥ 阈值 $500,000 | 成交量 7,111 手",US.ARM,2026-05-01 14:14:19
US.ARM260501C215000,ARM 260501 215.00C,210.32,9007,2421612.0,CALL,2026-05-01,215.0,3002,116.712,0.326170057,0.03698263,-3.120550382,0.030099201,0,100.0,US.ARM,-0.022251806770635256,"成交额 $2,421,612 ≥ 阈值 $500,000 | 成交量 9,007 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C207500,ARM 260508 207.50C,210.32,1195,1784888.0,CALL,2026-05-08,207.5,466,113.944,0.567061045,0.011391632,-0.938307507,0.119166068,7,100.0,US.ARM,0.013408139977177602,"成交额 $1,784,888 ≥ 阈值 $500,000 | 成交量 1,195 手",US.ARM,2026-05-01 14:14:19
US.ARM260618C300000,ARM 260618 300.00C,210.32,3366,1661590.0,CALL,2026-06-18,300.0,414,85.727,0.167570532,0.003811821,-0.172480899,0.192360271,48,100.0,US.ARM,-0.4263978699125143,"成交额 $1,661,590 ≥ 阈值 $500,000 | 成交量 3,366 手",US.ARM,2026-05-01 14:14:19
US.ARM261016C310000,ARM 261016 310.00C,210.32,1010,1587518.0,CALL,2026-10-16,310.0,1009,75.781,0.321595651,0.003308414,-0.120178746,0.51218307,168,100.0,US.ARM,-0.4739444655762648,"成交额 $1,587,518 ≥ 阈值 $500,000 | 成交量 1,010 手",US.ARM,2026-05-01 14:14:19
US.ARM260618C210000,ARM 260618 210.00C,210.32,619,1519180.0,CALL,2026-06-18,210.0,2355,80.927,0.567151263,0.006333715,-0.262050325,0.301745617,48,100.0,US.ARM,0.0015214910612399827,"成交额 $1,519,180 ≥ 阈值 $500,000 | 成交量 619 手",US.ARM,2026-05-01 14:14:19
US.ARM260821C200000,ARM 260821 200.00C,210.32,317,1330913.0,CALL,2026-08-21,200.0,1205,76.838,0.639637251,0.004169896,-0.158822172,0.437132935,112,100.0,US.ARM,0.04906808672499046,"成交额 $1,330,913 ≥ 阈值 $500,000 | 成交量 317 手",US.ARM,2026-05-01 14:14:19
US.ARM260515C165000,ARM 260515 165.00C,210.32,280,1317412.0,CALL,2026-05-15,165.0,2401,98.586,0.909505062,0.003935202,-0.243942997,0.068526325,14,100.0,US.ARM,0.21548117154811713,"成交额 $1,317,412 ≥ 阈值 $500,000 | 成交量 280 手",US.ARM,2026-05-01 14:14:19
US.ARM260501C205000,ARM 260501 205.00C,210.32,1734,1069047.0,CALL,2026-05-01,205.0,1673,115.684,0.719715309,0.034862756,-2.891828372,0.028123833,0,100.0,US.ARM,0.025294788893115223,"成交额 $1,069,047 ≥ 阈值 $500,000 | 成交量 1,734 手",US.ARM,2026-05-01 14:14:19
US.ARM261016P200000,ARM 261016 200.00P,210.32,305,1036183.0,PUT,2026-10-16,200.0,59,72.936,-0.353528184,0.003600788,-0.106264223,0.531069769,168,100.0,US.ARM,-0.04906808672499046,"成交额 $1,036,183 ≥ 阈值 $500,000 | 成交量 305 手",US.ARM,2026-05-01 14:14:19
US.ARM261016C240000,ARM 261016 240.00C,210.32,336,1035138.0,CALL,2026-10-16,240.0,1651,74.451,0.510050928,0.003747729,-0.133465538,0.570033771,168,100.0,US.ARM,-0.14111829593001146,"成交额 $1,035,138 ≥ 阈值 $500,000 | 成交量 336 手",US.ARM,2026-05-01 14:14:19
US.ARM260501C220000,ARM 260501 220.00C,210.32,5666,1023162.0,CALL,2026-05-01,220.0,4544,116.749,0.171997154,0.026150544,-2.164634352,0.021289617,0,100.0,US.ARM,-0.0460251046025105,"成交额 $1,023,162 ≥ 阈值 $500,000 | 成交量 5,666 手",US.ARM,2026-05-01 14:14:19
US.ARM260515P200000,ARM 260515 200.00P,210.32,814,930826.0,PUT,2026-05-15,200.0,1312,97.068,-0.358184914,0.009159849,-0.523379068,0.156948334,14,100.0,US.ARM,-0.04906808672499046,"成交额 $930,826 ≥ 阈值 $500,000 | 成交量 814 手",US.ARM,2026-05-01 14:14:19
US.ARM260515P190000,ARM 260515 190.00P,210.32,1202,904010.0,PUT,2026-05-15,190.0,1348,95.189,-0.262232546,0.008146376,-0.447046898,0.13691719,14,100.0,US.ARM,-0.09661468238874094,"成交额 $904,010 ≥ 阈值 $500,000 | 成交量 1,202 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C240000,ARM 260508 240.00C,210.32,1755,876875.0,CALL,2026-05-08,240.0,1858,117.642,0.245185437,0.008822872,-0.753976151,0.095288368,7,100.0,US.ARM,-0.14111829593001146,"成交额 $876,875 ≥ 阈值 $500,000 | 成交量 1,755 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C205000,ARM 260508 205.00C,210.32,557,843317.0,CALL,2026-05-08,205.0,1134,116.155,0.595328268,0.011010174,-0.942269231,0.117410239,7,100.0,US.ARM,0.025294788893115223,"成交额 $843,317 ≥ 阈值 $500,000 | 成交量 557 手",US.ARM,2026-05-01 14:14:19
US.ARM260618C200000,ARM 260618 200.00C,210.32,281,837275.0,CALL,2026-06-18,200.0,3217,80.752,0.630988993,0.006088656,-0.252050621,0.289439736,48,100.0,US.ARM,0.04906808672499046,"成交额 $837,275 ≥ 阈值 $500,000 | 成交量 281 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C215000,ARM 260508 215.00C,210.32,648,795669.0,CALL,2026-05-08,215.0,193,113.217,0.480555215,0.011615631,-0.942606692,0.120734262,7,100.0,US.ARM,-0.022251806770635256,"成交额 $795,669 ≥ 阈值 $500,000 | 成交量 648 手",US.ARM,2026-05-01 14:14:19
US.ARM260618C250000,ARM 260618 250.00C,210.32,664,791819.0,CALL,2026-06-18,250.0,3363,82.951,0.34315398,0.005777302,-0.247676806,0.282113667,48,100.0,US.ARM,-0.18866489159376193,"成交额 $791,819 ≥ 阈值 $500,000 | 成交量 664 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C220000,ARM 260508 220.00C,210.32,686,697847.0,CALL,2026-05-08,220.0,837,114.418,0.426224373,0.011310014,-0.934528954,0.118804779,7,100.0,US.ARM,-0.0460251046025105,"成交额 $697,847 ≥ 阈值 $500,000 | 成交量 686 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C210000,ARM 260508 210.00C,210.32,501,691111.0,CALL,2026-05-08,210.0,320,112.426,0.537855739,0.011658507,-0.934643615,0.120333341,7,100.0,US.ARM,0.0015214910612399827,"成交额 $691,111 ≥ 阈值 $500,000 | 成交量 501 手",US.ARM,2026-05-01 14:14:19
US.ARM260508C200000,ARM 260508 200.00C,210.32,341,681114.0,CALL,2026-05-08,200.0,836,117.13,0.650620193,0.010429929,-0.906824107,0.112156522,7,100.0,US.ARM,0.04906808672499046,"成交额 $681,114 ≥ 阈值 $500,000 | 成交量 341 手",US.ARM,2026-05-01 14:14:19
US.ARM260515C220000,ARM 260515 220.00C,210.32,546,642663.0,CALL,2026-05-15,220.0,2315,99.193,0.452008852,0.009499987,-0.584216343,0.166454591,14,100.0,US.ARM,-0.0460251046025105,"成交额 $642,663 ≥ 阈值 $500,000 | 成交量 546 手",US.ARM,2026-05-01 14:14:19
US.ARM260501C200000,ARM 260501 200.00C,210.32,631,608950.0,CALL,2026-05-01,200.0,2524,94.402,0.913492897,0.02000061,-1.074382114,0.013165917,0,100.0,US.ARM,0.04906808672499046,"成交额 $608,950 ≥ 阈值 $500,000 | 成交量 631 手",US.ARM,2026-05-01 14:14:19
US.ARM260515C230000,ARM 260515 230.00C,210.32,653,601476.0,CALL,2026-05-15,230.0,3253,97.628,0.361847233,0.009133791,-0.541565443,0.157511028,14,100.0,US.ARM,-0.09357170026626097,"成交额 $601,476 ≥ 阈值 $500,000 | 成交量 653 手",US.ARM,2026-05-01 14:14:19
US.ARM260918P195000,ARM 260918 195.00P,210.32,203,558765.0,PUT,2026-09-18,195.0,378,74.441,-0.337487377,0.003787114,-0.118165677,0.476711626,140,100.0,US.ARM,-0.0728413845568657,"成交额 $558,765 ≥ 阈值 $500,000 | 成交量 203 手",US.ARM,2026-05-01 14:14:19
US.ARM260515C200000,ARM 260515 200.00C,210.32,251,546258.0,CALL,2026-05-15,200.0,3979,94.494,0.643761864,0.009385712,-0.527671618,0.156660878,14,100.0,US.ARM,0.04906808672499046,"成交额 $546,258 ≥ 阈值 $500,000 | 成交量 251 手",US.ARM,2026-05-01 14:14:19
US.BABA260618C150000,BABA 260618 150.00C,131.88,3646,1117708.0,CALL,2026-06-18,150.0,21882,45.713,0.254735214,0.01459254,-0.075824747,0.154386905,48,100.0,US.BABA,-0.13739763421292087,"成交额 $1,117,708 ≥ 阈值 $500,000 | 成交量 3,646 手",US.BABA,2026-05-01 14:14:47
US.BABA260515C135000,BABA 260515 135.00C,131.88,2353,890171.0,CALL,2026-05-15,135.0,20161,53.103,0.438948177,0.028172392,-0.197795214,0.103901729,14,100.0,US.BABA,-0.023657870791628788,"成交额 $890,171 ≥ 阈值 $500,000 | 成交量 2,353 手",US.BABA,2026-05-01 14:14:47
US.BABA260618C140000,BABA 260618 140.00C,131.88,1433,766328.0,CALL,2026-06-18,140.0,16105,43.984,0.396638989,0.018216333,-0.088993226,0.185449307,48,100.0,US.BABA,-0.061571125265392816,"成交额 $766,328 ≥ 阈值 $500,000 | 成交量 1,433 手",US.BABA,2026-05-01 14:14:47
US.BABA260618C110000,BABA 260618 110.00C,131.88,261,592620.0,CALL,2026-06-18,110.0,1144,48.684,0.872320795,0.008919606,-0.059421396,0.100496753,48,100.0,US.BABA,0.16590840157719136,"成交额 $592,620 ≥ 阈值 $500,000 | 成交量 261 手",US.BABA,2026-05-01 14:14:47
US.BABA260501C130000,BABA 260501 130.00C,131.88,3088,586810.0,CALL,2026-05-01,130.0,2504,58.304,0.737060192,0.106867686,-0.888666231,0.017080807,0,100.0,US.BABA,0.01425538368213524,"成交额 $586,810 ≥ 阈值 $500,000 | 成交量 3,088 手",US.BABA,2026-05-01 14:14:47
US.BABA260508C135000,BABA 260508 135.00C,131.88,3058,528088.0,CALL,2026-05-08,135.0,1035,40.419,0.35960629,0.048699415,-0.199582088,0.071049022,7,100.0,US.BABA,-0.023657870791628788,"成交额 $528,088 ≥ 阈值 $500,000 | 成交量 3,058 手",US.BABA,2026-05-01 14:14:47
US.BABA260618P140000,BABA 260618 140.00P,131.88,387,525146.0,PUT,2026-06-18,140.0,11803,46.544,-0.597492813,0.017535658,-0.081831994,0.185754679,48,100.0,US.BABA,0.061571125265392816,"成交额 $525,146 ≥ 阈值 $500,000 | 成交量 387 手",US.BABA,2026-05-01 14:14:47
US.COIN261016P185000,COIN 261016 185.00P,187.77,664,7251817.0,PUT,2026-10-16,185.0,66,71.925,-0.381746664,0.004202119,-0.095415959,0.486202234,168,100.0,US.COIN,-0.014752090323267882,"成交额 $7,251,817 ≥ 阈值 $500,000 | 成交量 664 手",US.COIN,2026-05-01 14:15:20
US.COIN260508C195000,COIN 260508 195.00C,187.77,4094,2720469.0,CALL,2026-05-08,195.0,5933,89.552,0.411957891,0.016065763,-0.649346016,0.105277362,7,100.0,US.COIN,-0.03850455344304196,"成交额 $2,720,469 ≥ 阈值 $500,000 | 成交量 4,094 手",US.COIN,2026-05-01 14:15:20
US.COIN260618C190000,COIN 260618 190.00C,187.77,850,1579256.0,CALL,2026-06-18,190.0,1565,72.966,0.542556614,0.00793635,-0.21337072,0.271716945,48,100.0,US.COIN,-0.01187623155988704,"成交额 $1,579,256 ≥ 阈值 $500,000 | 成交量 850 手",US.COIN,2026-05-01 14:15:20
US.COIN260508C192500,COIN 260508 192.50C,187.77,2101,1498282.0,CALL,2026-05-08,192.5,120,91.857,0.45376949,0.015947372,-0.679785189,0.107191022,7,100.0,US.COIN,-0.0251903925014645,"成交额 $1,498,282 ≥ 阈值 $500,000 | 成交量 2,101 手",US.COIN,2026-05-01 14:15:20
US.COIN260501C190000,COIN 260501 190.00C,187.77,7137,1413644.0,CALL,2026-05-01,190.0,4753,95.214,0.385171406,0.053863184,-2.421155311,0.028497851,0,100.0,US.COIN,-0.01187623155988704,"成交额 $1,413,644 ≥ 阈值 $500,000 | 成交量 7,137 手",US.COIN,2026-05-01 14:15:20
US.COIN260515C200000,COIN 260515 200.00C,187.77,2190,1391477.0,CALL,2026-05-15,200.0,4489,81.034,0.382181957,0.012544122,-0.410211846,0.143113925,14,100.0,US.COIN,-0.06513287532619688,"成交额 $1,391,477 ≥ 阈值 $500,000 | 成交量 2,190 手",US.COIN,2026-05-01 14:15:20
US.COIN260618C220000,COIN 260618 220.00C,187.77,1600,1365830.0,CALL,2026-06-18,220.0,2610,72.239,0.325991417,0.007282438,-0.189329998,0.246839499,48,100.0,US.COIN,-0.17164616285881656,"成交额 $1,365,830 ≥ 阈值 $500,000 | 成交量 1,600 手",US.COIN,2026-05-01 14:15:20
US.COIN260508C205000,COIN 260508 205.00C,187.77,3510,1346105.0,CALL,2026-05-08,205.0,1772,90.46,0.273345262,0.01359523,-0.551853858,0.089989776,7,100.0,US.COIN,-0.0917611972093518,"成交额 $1,346,105 ≥ 阈值 $500,000 | 成交量 3,510 手",US.COIN,2026-05-01 14:15:20
US.COIN260508C190000,COIN 260508 190.00C,187.77,1447,1142874.0,CALL,2026-05-08,190.0,1274,89.754,0.491689329,0.016427956,-0.669997698,0.107893175,7,100.0,US.COIN,-0.01187623155988704,"成交额 $1,142,874 ≥ 阈值 $500,000 | 成交量 1,447 手",US.COIN,2026-05-01 14:15:20
US.COIN260501C185000,COIN 260501 185.00C,187.77,2976,1103777.0,CALL,2026-05-01,185.0,1642,94.599,0.661307448,0.051883052,-2.303848618,0.027272908,0,100.0,US.COIN,0.014752090323267882,"成交额 $1,103,777 ≥ 阈值 $500,000 | 成交量 2,976 手",US.COIN,2026-05-01 14:15:20
US.COIN260618P180000,COIN 260618 180.00P,187.77,632,983845.0,PUT,2026-06-18,180.0,2753,72.431,-0.379017322,0.007689997,-0.187607687,0.260520998,48,100.0,US.COIN,-0.0413804122064228,"成交额 $983,845 ≥ 阈值 $500,000 | 成交量 632 手",US.COIN,2026-05-01 14:15:20
US.COIN260515C210000,COIN 260515 210.00C,187.77,2158,954387.0,CALL,2026-05-15,210.0,5567,81.643,0.275801931,0.010907643,-0.35902973,0.125376721,14,100.0,US.COIN,-0.11838951909250672,"成交额 $954,387 ≥ 阈值 $500,000 | 成交量 2,158 手",US.COIN,2026-05-01 14:15:20
US.COIN260508C202500,COIN 260508 202.50C,187.77,2034,836718.0,CALL,2026-05-08,202.5,295,90.56,0.305771341,0.014314802,-0.585150502,0.094857322,7,100.0,US.COIN,-0.07844703626777434,"成交额 $836,718 ≥ 阈值 $500,000 | 成交量 2,034 手",US.COIN,2026-05-01 14:15:20
